Date,Species_ID,Field_Site,Event,Event_True,Time_Point,Acclimation_Period,Treatment,Bucket,Base_Width,Base_Length,Base_Diagonal,Fv_Fm_1,Fv_Fm_2,Fv_Fm_3,Nb_tentacles,Weight_Total_g,Weight_Tube_g,Weight_Tentacle_g,Green_cells,Dino_cells,MI_green,MI_dino,Feeding_Time_Min,Feeding_Time,Feeding_Start,Feeding_Stop,Photo_ID,Removed
11/9/2021,G8F,Foreshore,Recovery,,9,14,Control,L,85.6,37.9,58.5,0.505,0.528,0.61,,,,0,,,,,,,,,,
11/9/2021,G17S,Scotts,Recovery,,9,,Control,I,65,35.2,50.1,0.544,0.539,0.556,,,,0,,,,,0.2,0:12:00,15:40:00,15:52:00,,
11/9/2021,G27B,Bluestone,Recovery,,9,6,Control,I,46,42.6,35.8,0.562,0.516,0.568,,,,0,,,,,,,,,,
11/9/2021,G7F,Foreshore,Recovery,,9,14,Control,I,74,47.2,61.3,0.657,0.614,0.621,,,,0,,,,,,,,,,
11/9/2021,G10F,Foreshore,Recovery,,9,14,Control,K,70.8,55.2,74.7,0.573,0.515,0.572,,,,0,,,,,,,,,,
11/9/2021,G12S,Scotts,Recovery,,9,14,Control,K,61.2,68.3,73.8,0.542,0.617,0.61,,,,0,,,,,,,,,,
11/9/2021,G20S,Scotts,Recovery,,9,,Control,K,45.1,35.6,41.8,0.259,0.289,0.41,,,,0,,,,,,,,,,
11/9/2021,G21S,Scotts,Recovery,,9,,25C,A,33.8,33,39.7,0.043,0.042,0.033,,,,0,,,,,,,,,,
11/9/2021,G34B,Bluestone,Recovery,,9,6,25C,A,39.7,38.7,40.8,0.203,0.05,0.157,,,,0,,,,,,,,,,
11/9/2021,G14F,Foreshore,Recovery,,9,14,25C,A,66.9,41.9,60.3,0.537,0.661,0.604,,,,0,,,,,,,,,,
11/9/2021,G4F,Foreshore,Recovery,,9,15,25C,D,75.5,62.2,66.1,0.548,0.592,0.579,,,,0,,,,,3.92,3:55:00,22:06:00,26:01:00,,
11/9/2021,G35B,Bluestone,Recovery,,9,6,25C,D,47.9,37.6,39.3,0.513,0.558,0.508,,,,0,,,,,,,,,,
11/9/2021,G22S,Scotts,Recovery,,9,,25C,D,57.3,57.4,55.7,0.065,0.044,0.073,2,1.7392,1.696,0.0432,0,0,0,0,16.87,16:52:00,22:22:00,39:14:00,,
11/9/2021,G9F,Foreshore,Recovery,,9,14,25C,C,65.9,62,61.6,0.537,0.503,0.554,,,,0,,,,,,,,,,
11/9/2021,G2F,Foreshore,Recovery,,9,15,25C,C,78.4,73.3,56.7,0.633,0.629,0.634,3,1.9601,1.9266,0.0335,140.3,0,22.3,0,,,,,,
11/9/2021,G26S,Scotts,Recovery,,9,,25C,C,61.4,60.9,71.7,0.185,0.404,0.578,2,2.2057,2.1678,0.0379,11.7,0.3,0,0,,,,,,
11/9/2021,G23S,Scotts,Recovery,,9,,25C,B,58.5,48.6,58.7,0.509,0.538,0.536,3,1.8525,1.8263,0.0262,4.3,8.3,0.3,0,,,,,,
11/9/2021,G28B,Bluestone,Recovery,,9,6,25C,B,50.6,35.1,46.1,0.075,0.054,0.081,1,1.7013,1.6834,0.0179,0,0,0,0,,,,,,
11/9/2021,G5F,Foreshore,Recovery,,9,15,25C,B,114.5,57.4,75.8,0.595,0.623,0.548,1,1.7119,1.6897,0.0222,135.3,0,37.7,0,,,,,,
11/9/2021,G18S,Scotts,Recovery,,9,,30C,G,56,44.1,50.3,0.586,0.578,0.605,,,,0,,,,,,,,,,
11/9/2021,G31B,Bluestone,Recovery,,9,6,30C,G,66.4,36.3,43.6,0.329,0.469,0.375,,,,0,,,,,,,,,,
11/9/2021,G36B,Bluestone,Recovery,,9,6,30C,G,72.8,43,58.4,0.541,0.577,0.511,,,,0,,,,,3.05,3:03:00,0,3:03:00,,
11/9/2021,G13F,Foreshore,Recovery,,9,14,30C,H,71.9,58.6,60.3,0.55,0.567,0.571,,,,0,,,,,7.82,7:49:00,26:54:00,34:43:00,,
11/9/2021,G11F,Foreshore,Recovery,,9,14,30C,H,60.8,80.6,76.6,0.531,0.624,0.594,,,,0,,,,,,,,,,
11/9/2021,G3F,Foreshore,Recovery,,9,15,30C,H,67.7,37.8,39.3,0.519,0.553,0.559,,,,0,,,,,,,,,,
11/9/2021,G19S,Scotts,Recovery,,9,,30C,F,77.9,59.2,68,0.574,0.616,0.542,,,,0,,,,,,,,,,
11/9/2021,G24S,Scotts,Recovery,,9,,30C,F,43.1,22.8,26.7,0.458,0.391,0.504,2,1.847,1.8233,0.0237,0.7,26,0,0.3,,,,,,
11/9/2021,G38B,Bluestone,Recovery,,9,6,30C,F,123.7,85.8,106.5,0.646,0.602,0.437,,,,0,,,,,2.82,2:49:00,0:00:00,2:49:00,,
11/9/2021,G15S,Scotts,Recovery,,9,,30C,E,54.7,37,49.8,0.26,0.327,0.421,1,1.7176,1.6923,0.0253,17.3,0,1.3,0,28.95,28:57:00,26:20:00,55:17:00,,
11/9/2021,G37B,Bluestone,Recovery,,9,6,30C,E,57,29.7,44.6,0.565,0.613,0.57,1,1.6914,1.6627,0.0287,102,1,22.3,0,,,,,,
11/9/2021,G1F,Foreshore,Recovery,,9,15,30C,E,79.4,58.6,71.1,0.63,0.639,0.6,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
11/13/2021,,,Recovery,Recovery_End,10,,,,,,,,,,,,,0,,,,,,,,,,
